source_state,source_city,destination_state,destination_city,vehicle_type,charging_capacity_kW,distance_km,num_ev_stations_route,charger_power_kW,charging_capacity_kWh,charging_duration_hours
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,2W,22.0,411.0,27.0,3.3,20,6.06
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,3W,50.0,218.0,32.0,100.0,50,0.5
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,4W,22.0,468.0,39.0,3.3,40,12.12
Tamil Nadu,Chennai,Andhra Pradesh,Guntur,2W,150.0,554.0,19.0,7.4,50,6.76
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,2W,50.0,391.0,20.0,7.4,75,10.14
Tamil Nadu,Madurai,Tamil Nadu,Coimbatore,Bus,100.0,356.0,26.0,3.3,75,22.73
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,2W,11.0,262.0,43.0,7.4,50,6.76
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,2W,3.3,518.0,41.0,11.0,20,1.82
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,Bus,50.0,540.0,23.0,50.0,40,0.8
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,3W,11.0,12.0,2.0,3.3,40,12.12
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,3W,50.0,137.0,38.0,100.0,75,0.75
Andhra Pradesh,Vellore,Tamil Nadu,Madurai,2W,50.0,319.0,21.0,11.0,20,1.82
Andhra Pradesh,Kurnool,Tamil Nadu,Salem,Bus,11.0,214.0,40.0,3.3,20,6.06
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,4W,150.0,430.0,3.0,22.0,40,1.82
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,Bus,150.0,500.0,16.0,3.3,60,18.18
Andhra Pradesh,Kurnool,Tamil Nadu,Salem,2W,50.0,112.0,33.0,50.0,20,0.4
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,3W,11.0,304.0,25.0,100.0,40,0.4
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,4W,11.0,74.0,42.0,100.0,75,0.75
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,3W,50.0,593.0,44.0,22.0,20,0.91
Andhra Pradesh,Chennai,Andhra Pradesh,Kurnool,2W,150.0,378.0,25.0,22.0,50,2.27
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,2W,7.2,304.0,25.0,7.4,50,6.76
Andhra Pradesh,Madurai,Tamil Nadu,Coimbatore,2W,100.0,46.0,25.0,22.0,60,2.73
Andhra Pradesh,Nellore,Tamil Nadu,Tirupati,3W,150.0,257.0,47.0,50.0,50,1.0
Tamil Nadu,Salem,Tamil Nadu,Madurai,2W,50.0,514.0,40.0,22.0,40,1.82
Tamil Nadu,Madurai,Tamil Nadu,Vellore,2W,50.0,469.0,25.0,11.0,20,1.82
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,4W,3.3,273.0,23.0,50.0,50,1.0
Andhra Pradesh,Madurai,Tamil Nadu,Coimbatore,3W,11.0,240.0,13.0,11.0,20,1.82
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,4W,150.0,500.0,13.0,7.4,75,10.14
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,2W,100.0,232.0,13.0,50.0,50,1.0
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,3W,7.2,228.0,8.0,7.4,30,4.05
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,3W,3.3,254.0,10.0,7.4,20,2.7
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,4W,11.0,389.0,35.0,7.4,30,4.05
Tamil Nadu,Salem,Andhra Pradesh,Guntur,3W,100.0,332.0,3.0,50.0,50,1.0
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,3W,150.0,255.0,25.0,100.0,30,0.3
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,2W,50.0,356.0,49.0,100.0,20,0.2
Tamil Nadu,Salem,Tamil Nadu,Chennai,Bus,11.0,222.0,5.0,11.0,60,5.45
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,Bus,11.0,315.0,13.0,11.0,75,6.82
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,4W,150.0,403.0,2.0,22.0,50,2.27
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,Bus,11.0,242.0,30.0,22.0,50,2.27
Tamil Nadu,Chennai,Tamil Nadu,Nellore,2W,100.0,452.0,48.0,3.3,20,6.06
Tamil Nadu,Salem,Tamil Nadu,Salem,Bus,3.3,585.0,16.0,50.0,20,0.4
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,4W,7.2,301.0,17.0,11.0,30,2.73
Tamil Nadu,Vellore,Tamil Nadu,Madurai,Bus,22.0,38.0,42.0,7.4,50,6.76
Andhra Pradesh,Coimbatore,Tamil Nadu,Vellore,3W,3.3,182.0,23.0,3.3,50,15.15
Tamil Nadu,Madurai,Tamil Nadu,Madurai,4W,100.0,352.0,4.0,11.0,20,1.82
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,Bus,150.0,182.0,10.0,50.0,40,0.8
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,2W,22.0,328.0,5.0,11.0,30,2.73
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,3W,50.0,556.0,20.0,11.0,30,2.73
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,Bus,3.3,517.0,9.0,50.0,40,0.8
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,2W,7.2,65.0,9.0,11.0,40,3.64
Tamil Nadu,Madurai,Andhra Pradesh,Guntur,4W,50.0,225.0,14.0,3.3,60,18.18
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,4W,50.0,304.0,25.0,11.0,75,6.82
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,3W,7.2,511.0,4.0,3.3,50,15.15
Andhra Pradesh,Guntur,Tamil Nadu,Salem,Bus,100.0,454.0,1.0,11.0,60,5.45
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,2W,22.0,591.0,7.0,50.0,40,0.8
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,2W,22.0,423.0,32.0,3.3,30,9.09
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,2W,50.0,188.0,39.0,100.0,20,0.2
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,Bus,22.0,190.0,4.0,50.0,20,0.4
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,2W,11.0,497.0,21.0,50.0,60,1.2
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,4W,11.0,187.0,28.0,50.0,75,1.5
Tamil Nadu,Vellore,Tamil Nadu,Vijayawada,2W,3.3,26.0,49.0,3.3,30,9.09
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,4W,3.3,205.0,9.0,7.4,30,4.05
Tamil Nadu,Vellore,Andhra Pradesh,Tirupati,2W,22.0,128.0,41.0,3.3,75,22.73
Andhra Pradesh,Guntur,Tamil Nadu,Madurai,2W,3.3,188.0,48.0,100.0,30,0.3
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,2W,11.0,575.0,15.0,100.0,50,0.5
Andhra Pradesh,Guntur,Andhra Pradesh,Vijayawada,4W,100.0,157.0,34.0,50.0,40,0.8
Tamil Nadu,Coimbatore,Tamil Nadu,Vellore,2W,11.0,83.0,21.0,22.0,60,2.73
Andhra Pradesh,Coimbatore,Andhra Pradesh,Guntur,3W,50.0,280.0,9.0,100.0,20,0.2
Tamil Nadu,Madurai,Tamil Nadu,Salem,Bus,150.0,97.0,14.0,50.0,20,0.4
Andhra Pradesh,Coimbatore,Andhra Pradesh,Tirupati,2W,100.0,214.0,8.0,100.0,75,0.75
Tamil Nadu,Salem,Tamil Nadu,Madurai,Bus,7.2,288.0,9.0,50.0,50,1.0
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,3W,7.2,460.0,20.0,100.0,30,0.3
Andhra Pradesh,Vijayawada,Andhra Pradesh,Nellore,Bus,11.0,102.0,2.0,100.0,20,0.2
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,3W,150.0,263.0,32.0,22.0,75,3.41
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,4W,3.3,379.0,33.0,11.0,60,5.45
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,2W,100.0,565.0,20.0,11.0,40,3.64
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,3W,50.0,539.0,28.0,7.4,40,5.41
Tamil Nadu,Madurai,Tamil Nadu,Vellore,3W,100.0,413.0,45.0,7.4,30,4.05
Tamil Nadu,Salem,Andhra Pradesh,Guntur,Bus,50.0,128.0,35.0,22.0,30,1.36
Tamil Nadu,Salem,Tamil Nadu,Chennai,4W,150.0,405.0,15.0,22.0,60,2.73
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,2W,7.2,403.0,12.0,50.0,50,1.0
Tamil Nadu,Vellore,Tamil Nadu,Vellore,4W,150.0,164.0,35.0,100.0,20,0.2
Andhra Pradesh,Coimbatore,Tamil Nadu,Salem,3W,22.0,562.0,40.0,7.4,75,10.14
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,4W,7.2,574.0,47.0,50.0,20,0.4
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,2W,22.0,580.0,42.0,100.0,20,0.2
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,2W,50.0,476.0,18.0,22.0,50,2.27
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,Bus,100.0,273.0,34.0,11.0,50,4.55
Tamil Nadu,Vellore,Andhra Pradesh,Tirupati,3W,22.0,253.0,12.0,11.0,75,6.82
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,Bus,22.0,334.0,10.0,100.0,30,0.3
Andhra Pradesh,Coimbatore,Tamil Nadu,Coimbatore,2W,150.0,271.0,45.0,7.4,40,5.41
Andhra Pradesh,Nellore,Tamil Nadu,Coimbatore,Bus,100.0,236.0,11.0,50.0,50,1.0
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,2W,7.2,581.0,45.0,50.0,40,0.8
Andhra Pradesh,Guntur,Andhra Pradesh,Kurnool,Bus,50.0,350.0,48.0,22.0,60,2.73
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,3W,3.3,316.0,47.0,7.4,40,5.41
Andhra Pradesh,Salem,Tamil Nadu,Tirupati,Bus,100.0,249.0,28.0,11.0,30,2.73
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,2W,50.0,278.0,34.0,3.3,40,12.12
Andhra Pradesh,Coimbatore,Andhra Pradesh,Vijayawada,4W,50.0,139.0,15.0,3.3,60,18.18
Andhra Pradesh,Vijayawada,Andhra Pradesh,Nellore,4W,100.0,23.0,27.0,22.0,30,1.36
Tamil Nadu,Vellore,Andhra Pradesh,Nellore,Bus,7.2,227.0,9.0,7.4,60,8.11
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,Bus,7.2,498.0,35.0,11.0,60,5.45
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,2W,50.0,304.0,4.0,3.3,20,6.06
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,2W,150.0,202.0,41.0,22.0,50,2.27
Andhra Pradesh,Coimbatore,Andhra Pradesh,Tirupati,2W,50.0,572.0,1.0,3.3,40,12.12
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Bus,7.2,28.0,10.0,11.0,30,2.73
Tamil Nadu,Madurai,Tamil Nadu,Salem,Bus,22.0,199.0,20.0,3.3,60,18.18
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,2W,50.0,475.0,45.0,3.3,30,9.09
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,2W,11.0,309.0,46.0,50.0,30,0.6
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,4W,100.0,170.0,21.0,22.0,20,0.91
Tamil Nadu,Salem,Tamil Nadu,Chennai,4W,150.0,518.0,11.0,7.4,60,8.11
Tamil Nadu,Salem,Andhra Pradesh,Nellore,Bus,150.0,47.0,2.0,22.0,75,3.41
Andhra Pradesh,Salem,Tamil Nadu,Coimbatore,2W,50.0,487.0,47.0,50.0,50,1.0
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,4W,50.0,417.0,18.0,3.3,75,22.73
Andhra Pradesh,Guntur,Andhra Pradesh,Nellore,2W,3.3,304.0,25.0,22.0,60,2.73
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,Bus,50.0,304.0,48.0,100.0,60,0.6
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,2W,100.0,416.0,31.0,100.0,50,0.5
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,3W,22.0,86.0,34.0,7.4,50,6.76
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,3W,50.0,363.0,15.0,100.0,60,0.6
Tamil Nadu,Madurai,Tamil Nadu,Salem,Bus,22.0,64.0,25.0,50.0,60,1.2
Tamil Nadu,Salem,Tamil Nadu,Nellore,4W,3.3,487.0,45.0,3.3,50,15.15
Andhra Pradesh,Nellore,Tamil Nadu,Coimbatore,4W,22.0,549.0,29.0,7.4,60,8.11
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,3W,7.2,160.0,46.0,50.0,40,0.8
Tamil Nadu,Madurai,Tamil Nadu,Coimbatore,2W,50.0,186.0,25.0,22.0,75,3.41
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,4W,22.0,318.0,25.0,11.0,50,4.55
Tamil Nadu,Chennai,Andhra Pradesh,Guntur,2W,22.0,309.0,29.0,100.0,20,0.2
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,3W,50.0,445.0,38.0,50.0,75,1.5
Tamil Nadu,Madurai,Andhra Pradesh,Guntur,2W,100.0,349.0,43.0,7.4,40,5.41
Andhra Pradesh,Guntur,Andhra Pradesh,Nellore,3W,22.0,114.0,15.0,22.0,75,3.41
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,2W,11.0,200.0,47.0,50.0,30,0.6
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,Bus,7.2,329.0,28.0,50.0,50,1.0
Tamil Nadu,Salem,Tamil Nadu,Vellore,4W,50.0,595.0,32.0,7.4,50,6.76
Andhra Pradesh,Coimbatore,Andhra Pradesh,Nellore,2W,11.0,83.0,41.0,50.0,60,1.2
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,2W,3.3,58.0,10.0,100.0,75,0.75
Tamil Nadu,Chennai,Tamil Nadu,Tirupati,2W,22.0,220.0,10.0,100.0,40,0.4
Andhra Pradesh,Coimbatore,Tamil Nadu,Tirupati,4W,7.2,304.0,47.0,100.0,75,0.75
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,Bus,50.0,55.0,11.0,22.0,75,3.41
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,Bus,50.0,575.0,25.0,50.0,40,0.8
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,2W,22.0,123.0,20.0,3.3,60,18.18
Andhra Pradesh,Tirupati,Andhra Pradesh,Vijayawada,2W,150.0,35.0,44.0,50.0,40,0.8
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,3W,100.0,298.0,27.0,3.3,50,15.15
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,Bus,7.2,333.0,35.0,7.4,50,6.76
Andhra Pradesh,Coimbatore,Andhra Pradesh,Kurnool,Bus,7.2,298.0,37.0,7.4,60,8.11
Tamil Nadu,Salem,Tamil Nadu,Madurai,3W,3.3,535.0,3.0,22.0,60,2.73
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,2W,7.2,542.0,39.0,22.0,20,0.91
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,3W,50.0,304.0,45.0,3.3,20,6.06
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,3W,7.2,581.0,42.0,7.4,50,6.76
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,4W,11.0,225.0,1.0,11.0,40,3.64
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,2W,7.2,169.0,16.0,7.4,60,8.11
Tamil Nadu,Salem,Tamil Nadu,Chennai,2W,22.0,176.0,10.0,50.0,50,1.0
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,2W,150.0,385.0,16.0,100.0,40,0.4
Andhra Pradesh,Nellore,Tamil Nadu,Madurai,Bus,11.0,359.0,46.0,7.4,75,10.14
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,3W,150.0,85.0,31.0,7.4,50,6.76
Tamil Nadu,Vellore,Andhra Pradesh,Nellore,3W,22.0,376.0,14.0,3.3,20,6.06
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,4W,7.2,453.0,19.0,11.0,60,5.45
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,3W,7.2,565.0,33.0,11.0,20,1.82
Tamil Nadu,Madurai,Tamil Nadu,Chennai,4W,3.3,172.0,36.0,11.0,30,2.73
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,Bus,100.0,596.0,1.0,22.0,50,2.27
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,2W,22.0,122.0,39.0,100.0,50,0.5
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,Bus,22.0,138.0,35.0,11.0,30,2.73
Andhra Pradesh,Nellore,Tamil Nadu,Salem,2W,3.3,304.0,34.0,7.4,50,6.76
Tamil Nadu,Vellore,Andhra Pradesh,Guntur,Bus,3.3,500.0,26.0,3.3,20,6.06
Andhra Pradesh,Guntur,Tamil Nadu,Tirupati,3W,11.0,230.0,24.0,50.0,20,0.4
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,4W,11.0,32.0,33.0,22.0,60,2.73
Tamil Nadu,Salem,Tamil Nadu,Vellore,2W,100.0,192.0,6.0,11.0,40,3.64
Andhra Pradesh,Vellore,Andhra Pradesh,Guntur,2W,22.0,524.0,6.0,7.4,60,8.11
Tamil Nadu,Vellore,Tamil Nadu,Salem,4W,22.0,298.0,41.0,7.4,30,4.05
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,2W,11.0,45.0,25.0,22.0,20,0.91
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,4W,11.0,372.0,34.0,7.4,30,4.05
Andhra Pradesh,Madurai,Tamil Nadu,Chennai,4W,7.2,577.0,19.0,22.0,50,2.27
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,2W,7.2,303.0,26.0,100.0,60,0.6
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,Bus,100.0,99.0,20.0,7.4,40,5.41
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,2W,100.0,455.0,16.0,50.0,50,1.0
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,Bus,150.0,83.0,10.0,7.4,30,4.05
Tamil Nadu,Salem,Tamil Nadu,Chennai,4W,11.0,398.0,30.0,22.0,60,2.73
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Bus,100.0,179.0,13.0,100.0,50,0.5
Andhra Pradesh,Guntur,Andhra Pradesh,Kurnool,Bus,11.0,278.0,42.0,50.0,30,0.6
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,4W,11.0,268.0,4.0,50.0,40,0.8
Andhra Pradesh,Vijayawada,Andhra Pradesh,Nellore,2W,150.0,68.0,10.0,100.0,75,0.75
Andhra Pradesh,Coimbatore,Andhra Pradesh,Tirupati,3W,50.0,147.0,7.0,50.0,50,1.0
Andhra Pradesh,Vijayawada,Andhra Pradesh,Nellore,3W,50.0,406.0,45.0,22.0,30,1.36
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,3W,7.2,96.0,11.0,50.0,60,1.2
Tamil Nadu,Vellore,Tamil Nadu,Chennai,Bus,100.0,58.0,16.0,22.0,50,2.27
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,2W,3.3,428.0,11.0,11.0,75,6.82
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,3W,50.0,403.0,41.0,7.4,60,8.11
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,Bus,7.2,331.0,30.0,7.4,75,10.14
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,4W,22.0,289.0,41.0,11.0,30,2.73
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,2W,22.0,469.0,8.0,7.4,50,6.76
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,4W,100.0,349.0,23.0,3.3,40,12.12
Andhra Pradesh,Tirupati,Andhra Pradesh,Guntur,2W,50.0,159.0,1.0,3.3,40,12.12
Andhra Pradesh,Coimbatore,Andhra Pradesh,Kurnool,3W,100.0,188.0,48.0,7.4,75,10.14
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,4W,50.0,408.0,17.0,11.0,60,5.45
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,Bus,3.3,205.0,13.0,50.0,40,0.8
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,4W,7.2,238.0,12.0,11.0,50,4.55
Andhra Pradesh,Coimbatore,Tamil Nadu,Salem,Bus,100.0,197.0,49.0,22.0,50,2.27
Tamil Nadu,Coimbatore,Tamil Nadu,Vellore,3W,7.2,506.0,38.0,100.0,75,0.75
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,2W,150.0,304.0,40.0,22.0,75,3.41
Tamil Nadu,Vellore,Andhra Pradesh,Tirupati,Bus,100.0,27.0,43.0,7.4,60,8.11
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,Bus,11.0,360.0,31.0,7.4,20,2.7
Andhra Pradesh,Tirupati,Andhra Pradesh,Kurnool,Bus,7.2,434.0,16.0,3.3,50,15.15
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,4W,50.0,571.0,15.0,22.0,20,0.91
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,Bus,22.0,565.0,47.0,3.3,60,18.18
Andhra Pradesh,Guntur,Andhra Pradesh,Vijayawada,4W,22.0,260.0,37.0,50.0,60,1.2
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,3W,22.0,594.0,30.0,22.0,20,0.91
Andhra Pradesh,Guntur,Tamil Nadu,Salem,Bus,3.3,501.0,16.0,11.0,30,2.73
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,3W,3.3,39.0,23.0,11.0,60,5.45
Tamil Nadu,Salem,Tamil Nadu,Vellore,4W,22.0,133.0,22.0,11.0,20,1.82
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,4W,100.0,236.0,37.0,50.0,30,0.6
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,Bus,7.2,556.0,41.0,7.4,40,5.41
Andhra Pradesh,Guntur,Andhra Pradesh,Vijayawada,Bus,3.3,337.0,15.0,22.0,60,2.73
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,Bus,7.2,22.0,46.0,22.0,75,3.41
Andhra Pradesh,Vijayawada,Tamil Nadu,Tirupati,4W,50.0,366.0,44.0,7.4,40,5.41
Tamil Nadu,Madurai,Tamil Nadu,Salem,3W,22.0,175.0,4.0,50.0,30,0.6
Andhra Pradesh,Coimbatore,Andhra Pradesh,Guntur,2W,22.0,323.0,41.0,50.0,30,0.6
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,Bus,3.3,445.0,30.0,7.4,75,10.14
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,2W,150.0,41.0,23.0,7.4,50,6.76
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,2W,11.0,366.0,35.0,22.0,60,2.73
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,3W,22.0,127.0,22.0,22.0,20,0.91
Andhra Pradesh,Salem,Andhra Pradesh,Nellore,2W,11.0,428.0,12.0,50.0,30,0.6
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,Bus,22.0,304.0,21.0,3.3,40,12.12
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,4W,50.0,223.0,42.0,3.3,30,9.09
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,2W,50.0,357.0,49.0,3.3,60,18.18
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,2W,150.0,238.0,48.0,3.3,75,22.73
Tamil Nadu,Madurai,Andhra Pradesh,Guntur,4W,50.0,139.0,13.0,100.0,75,0.75
Tamil Nadu,Madurai,Tamil Nadu,Madurai,Bus,11.0,304.0,32.0,11.0,30,2.73
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,4W,3.3,290.0,25.0,22.0,20,0.91
Andhra Pradesh,Nellore,Tamil Nadu,Salem,2W,3.3,53.0,25.0,11.0,30,2.73
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,Bus,100.0,440.0,37.0,11.0,30,2.73
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,4W,7.2,549.0,20.0,100.0,30,0.3
Tamil Nadu,Vellore,Tamil Nadu,Salem,Bus,22.0,128.0,46.0,7.4,40,5.41
Tamil Nadu,Vellore,Tamil Nadu,Tirupati,2W,22.0,243.0,13.0,7.4,20,2.7
Andhra Pradesh,Tirupati,Andhra Pradesh,Kurnool,Bus,50.0,283.0,29.0,22.0,20,0.91
Andhra Pradesh,Kurnool,Tamil Nadu,Salem,2W,50.0,392.0,19.0,50.0,75,1.5
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,2W,3.3,579.0,35.0,100.0,60,0.6
Andhra Pradesh,Tirupati,Tamil Nadu,Coimbatore,4W,50.0,250.0,3.0,22.0,50,2.27
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,4W,3.3,408.0,25.0,3.3,75,22.73
Tamil Nadu,Madurai,Tamil Nadu,Salem,3W,150.0,460.0,42.0,3.3,20,6.06
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,3W,50.0,508.0,21.0,3.3,30,9.09
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,2W,22.0,304.0,41.0,11.0,50,4.55
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,Bus,100.0,55.0,9.0,50.0,20,0.4
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,2W,22.0,318.0,4.0,3.3,75,22.73
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,2W,150.0,40.0,38.0,50.0,50,1.0
Tamil Nadu,Madurai,Tamil Nadu,Vellore,Bus,22.0,14.0,30.0,11.0,50,4.55
Tamil Nadu,Coimbatore,Tamil Nadu,Kurnool,3W,11.0,136.0,7.0,11.0,75,6.82
Andhra Pradesh,Coimbatore,Andhra Pradesh,Tirupati,2W,150.0,395.0,24.0,50.0,75,1.5
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,4W,7.2,367.0,45.0,7.4,75,10.14
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,3W,7.2,367.0,32.0,100.0,50,0.5
Tamil Nadu,Madurai,Andhra Pradesh,Guntur,3W,100.0,40.0,37.0,7.4,30,4.05
Andhra Pradesh,Coimbatore,Tamil Nadu,Salem,3W,11.0,582.0,19.0,100.0,30,0.3
Andhra Pradesh,Tirupati,Andhra Pradesh,Kurnool,2W,7.2,403.0,47.0,22.0,30,1.36
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,2W,11.0,200.0,45.0,22.0,60,2.73
Tamil Nadu,Vellore,Tamil Nadu,Madurai,Bus,11.0,304.0,3.0,11.0,30,2.73
